"repository","url","name","owner","description","language","license_spdx_id","license_name","license_osi_approved","stars","issues","created_at","updated_at","first_commit_at","last_commit_at","activity_months","ai_ml_match_topics","has_pre_gdpr_activity","has_post_gdpr_activity"
"Kong/kong","https://github.com/Kong/kong","kong","Kong","🦍 The API and AI Gateway","Lua","Apache-2.0","Apache License 2.0","true",44076,4616,"11/17/14 23:56","9/3/26 1:32","11/17/14 23:56","8/4/26 9:27",140.51,"artificial-intelligence","true","true"
"explosion/spaCy","https://github.com/explosion/spaCy","spaCy","explosion","💫 Industrial-strength Natural Language Processing (NLP) in Python","Python","MIT","MIT License","true",33869,5771,"7/3/14 15:15","9/3/26 2:10","7/3/14 15:15","8/24/26 8:26",145.66,"artificial-intelligence; deep-learning; machine-learning","true","true"
"The-Art-of-Hacking/h4cker","https://github.com/The-Art-of-Hacking/h4cker","h4cker","The-Art-of-Hacking","This repository is maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), AI security, vulnerability research, exploit development, reverse engineering, and more. 🔥 Also check: https://hackertraining.org","Jupyter Notebook","MIT","MIT License","true",29247,204,"6/19/17 17:11","9/3/26 2:31","6/19/17 17:11","9/3/26 2:30",110.45,"artificial-intelligence","true","true"
"onnx/onnx","https://github.com/onnx/onnx","onnx","onnx","Open standard for machine learning interoperability","Python","Apache-2.0","Apache License 2.0","true",21403,3179,"9/7/17 4:53","9/3/26 1:33","9/7/17 4:47","9/2/26 23:57",107.82,"artificial-intelligence; deep-learning; machine-learning","true","true"
"carla-simulator/carla","https://github.com/carla-simulator/carla","carla","carla-simulator","Open-source simulator for autonomous driving research.","C++","MIT","MIT License","true",14352,6337,"10/24/17 9:06","9/3/26 1:41","3/3/17 11:24","9/2/26 17:42",113.99,"artificial-intelligence; deep-learning","true","true"
"google-deepmind/sonnet","https://github.com/google-deepmind/sonnet","sonnet","google-deepmind","TensorFlow-based neural network library","Python","Apache-2.0","Apache License 2.0","true",9962,192,"4/3/17 11:34","9/2/26 9:57","4/6/17 16:20","7/7/26 22:30",111.01,"artificial-intelligence; deep-learning; machine-learning","true","true"
"olistic/warriorjs","https://github.com/olistic/warriorjs","warriorjs","olistic","🏰 An exciting game of programming and Artificial Intelligence","TypeScript","MIT","MIT License","true",9537,120,"4/29/15 14:25","9/1/26 13:50","4/29/15 14:25","3/20/26 23:58",130.68,"artificial-intelligence","true","true"
"OlafenwaMoses/ImageAI","https://github.com/OlafenwaMoses/ImageAI","ImageAI","OlafenwaMoses","A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities","Python","MIT","MIT License","true",8881,745,"3/19/18 23:12","9/1/26 13:55","3/19/18 23:12","2/20/24 22:38",71.06,"artificial-intelligence; machine-learning","true","true"
"deeppavlov/DeepPavlov","https://github.com/deeppavlov/DeepPavlov","DeepPavlov","deeppavlov","An open source library for deep learning end-to-end dialog systems and chatbots.","Python","Apache-2.0","Apache License 2.0","true",6985,647,"11/17/17 14:35","9/2/26 10:32","11/17/17 14:35","11/26/24 6:34",84.26,"artificial-intelligence; deep-learning; machine-learning","true","true"
"guofei9987/scikit-opt","https://github.com/guofei9987/scikit-opt","scikit-opt","guofei9987","Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune Algorithm, Artificial Fish Swarm Algorithm, Differential Evolution and TSP(Traveling salesman) ","Python","MIT","MIT License","true",6709,182,"12/5/17 10:20","9/2/26 6:44","12/6/17 6:36","3/25/26 9:12",99.57,"artificial-intelligence","true","true"
"numenta/nupic-legacy","https://github.com/numenta/nupic-legacy","nupic-legacy","numenta","Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of intelligence based strictly on the neuroscience of the neocortex.","Python","MIT","MIT License","true",6350,1792,"4/5/13 23:14","9/1/26 12:13","4/5/13 23:14","12/3/24 17:50",139.91,"artificial-intelligence","true","true"
"Trusted-AI/adversarial-robustness-toolbox","https://github.com/Trusted-AI/adversarial-robustness-toolbox","adversarial-robustness-toolbox","Trusted-AI","Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams","Python","MIT","MIT License","true",6215,913,"3/15/18 14:40","9/3/26 1:58","5/9/17 12:41","11/13/25 14:55",102.17,"artificial-intelligence; machine-learning","true","true"
"gorgonia/gorgonia","https://github.com/gorgonia/gorgonia","gorgonia","gorgonia","Gorgonia is a library that helps facilitate machine learning in Go.","Go","Apache-2.0","Apache License 2.0","true",5932,283,"9/14/16 23:19","9/2/26 7:45","9/14/16 23:19","10/13/23 9:13",84.89,"artificial-intelligence; deep-learning; machine-learning","true","true"
"google-deepmind/dm_control","https://github.com/google-deepmind/dm_control","dm_control","google-deepmind","Google DeepMind's software stack for physics-based simulation and Reinforcement Learning environments, using MuJoCo.","Python","Apache-2.0","Apache License 2.0","true",4681,442,"12/29/17 18:13","9/1/26 14:07","1/2/18 19:35","8/29/26 12:21",103.81,"artificial-intelligence; deep-learning; machine-learning","true","true"
"okfn-brasil/serenata-de-amor","https://github.com/okfn-brasil/serenata-de-amor","serenata-de-amor","okfn-brasil","🕵 Artificial Intelligence for social control of public administration | **This repository does not receive frequent updates. Check out the README**","Python","MIT","MIT License","true",4605,193,"6/27/16 20:55","9/1/26 11:21","6/27/16 20:55","1/31/24 20:29",91.1,"artificial-intelligence; machine-learning","true","true"
"gopherdata/gophernotes","https://github.com/gopherdata/gophernotes","gophernotes","gopherdata","The Go kernel for Jupyter notebooks and nteract.","Go","MIT","MIT License","true",3967,187,"1/22/16 19:22","8/22/26 9:25","1/23/16 1:08","11/3/23 18:01",93.33,"artificial-intelligence; machine-learning","true","true"
"polyaxon/polyaxon","https://github.com/polyaxon/polyaxon","polyaxon","polyaxon","AI Infra / AI Orchestration / AI Control Plane","MDX","Apache-2.0","Apache License 2.0","true",3727,1069,"12/26/16 12:48","9/2/26 11:00","3/25/16 22:01","8/31/26 21:21",125.16,"artificial-intelligence; deep-learning; machine-learning","true","true"
"shogun-toolbox/shogun","https://github.com/shogun-toolbox/shogun","shogun","shogun-toolbox","Shōgun","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",3080,1527,"4/1/11 10:44","8/28/26 8:00","6/5/06 14:33","12/19/23 18:37",210.45,"artificial-intelligence; machine-learning","true","true"
"explosion/thinc","https://github.com/explosion/thinc","thinc","explosion","🔮 A refreshing functional take on deep learning, compatible with your favorite libraries","Python","MIT","MIT License","true",2890,154,"10/16/14 16:34","8/17/26 1:46","6/29/14 15:20","3/27/26 7:49",140.87,"artificial-intelligence; deep-learning; machine-learning","true","true"
"microsoft/pai","https://github.com/microsoft/pai","pai","microsoft","Resource scheduling and cluster management for AI","JavaScript","MIT","MIT License","true",2688,2086,"9/25/17 11:24","8/25/26 1:15","9/25/17 11:24","8/15/26 0:09",106.6,"artificial-intelligence; machine-learning","true","true"
"dickreuter/Poker","https://github.com/dickreuter/Poker","Poker","dickreuter","Fully functional Pokerbot that works on PartyPoker, PokerStars and GGPoker, scraping tables with Open-CV (adaptable via gui) or neural network and making decisions based on a genetic algorithm and montecarlo simulation for poker equity calculation. Binaries can be downloaded with this link:","Python","GPL-3.0","GNU General Public License v3.0","true",2459,158,"3/29/16 23:58","9/3/26 2:44","9/1/16 19:40","6/26/25 21:29",105.78,"artificial-intelligence","true","true"
"fairlearn/fairlearn","https://github.com/fairlearn/fairlearn","fairlearn","fairlearn","A Python package to assess and improve fairness of machine learning models.","Python","MIT","MIT License","true",2283,523,"5/15/18 1:51","9/2/26 5:32","5/15/18 1:51","8/24/26 6:22",99.31,"artificial-intelligence; machine-learning","true","true"
"TuringLang/Turing.jl","https://github.com/TuringLang/Turing.jl","Turing.jl","TuringLang","Bayesian inference with probabilistic programming.","Julia","MIT","MIT License","true",2254,1278,"4/29/16 10:51","9/2/26 14:26","4/29/16 10:51","9/2/26 10:29",124.08,"artificial-intelligence; machine-learning","true","true"
"jiesutd/NCRFpp","https://github.com/jiesutd/NCRFpp","NCRFpp","jiesutd","NCRF++, a Neural Sequence Labeling Toolkit. Easy use to any sequence labeling tasks (e.g. NER, POS, Segmentation). It includes character LSTM/CNN, word LSTM/CNN and softmax/CRF components. ","Python","Apache-2.0","Apache License 2.0","true",1899,172,"12/6/17 9:04","8/23/26 4:10","12/6/17 8:40","11/10/20 7:42",35.12,"artificial-intelligence","true","true"
"allenai/ai2thor","https://github.com/allenai/ai2thor","ai2thor","allenai","An open-source platform for Visual AI.","C#","Apache-2.0","Apache License 2.0","true",1790,649,"10/17/17 18:00","9/2/26 9:23","11/3/17 22:24","5/29/25 18:14",90.77,"artificial-intelligence","true","true"
"autonomio/talos","https://github.com/autonomio/talos","talos","autonomio","Hyperparameter Experiments with TensorFlow and Keras","Python","MIT","MIT License","true",1634,403,"5/4/18 20:36","9/1/26 13:46","5/4/18 20:36","4/22/24 10:30",71.58,"artificial-intelligence; deep-learning","true","true"
"sepandhaghighi/pycm","https://github.com/sepandhaghighi/pycm","pycm","sepandhaghighi","Multi-class confusion matrix library in Python","Python","MIT","MIT License","true",1506,212,"1/22/18 19:46","7/20/26 12:38","1/21/18 18:29","3/9/26 9:17",97.5,"artificial-intelligence; deep-learning; machine-learning","true","true"
"DragonComputer/Dragonfire","https://github.com/DragonComputer/Dragonfire","Dragonfire","DragonComputer","the open-source virtual assistant for Ubuntu based Linux distributions","Python","MIT","MIT License","true",1407,102,"4/19/16 23:28","8/24/26 20:40","3/7/15 11:44","12/26/20 12:26",69.68,"artificial-intelligence; machine-learning","true","true"
"HyperGAN/HyperGAN","https://github.com/HyperGAN/HyperGAN","HyperGAN","HyperGAN","Composable GAN framework with api and user interface","Python","MIT","MIT License","true",1183,111,"6/24/16 22:49","8/16/26 23:06","6/24/16 22:49","1/24/21 21:17",54.99,"artificial-intelligence; machine-learning","true","true"
"NVIDIA-AI-IOT/redtail","https://github.com/NVIDIA-AI-IOT/redtail","redtail","NVIDIA-AI-IOT","Perception and AI components for autonomous mobile robotics.","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",1047,141,"9/7/17 16:34","8/1/26 22:35","9/7/17 16:38","11/17/20 18:29",38.34,"artificial-intelligence; deep-learning","true","true"
"esa/pagmo2","https://github.com/esa/pagmo2","pagmo2","esa","A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous generalized island model.","C++","GPL-3.0","GNU General Public License v3.0","true",935,252,"1/8/17 21:53","8/28/26 20:06","7/5/15 18:05","5/23/26 12:26",130.55,"artificial-intelligence","true","true"
"jenetics/jenetics","https://github.com/jenetics/jenetics","jenetics","jenetics","Jenetics - Genetic Algorithm, Genetic Programming, Grammatical Evolution, Evolutionary Algorithm, and Multi-objective Optimization","Java","Apache-2.0","Apache License 2.0","true",908,528,"12/21/13 21:24","9/2/26 22:53","3/25/08 18:31","9/2/26 18:49",221.25,"artificial-intelligence; machine-learning","true","true"
"MycroftAI/enclosure-picroft","https://github.com/MycroftAI/enclosure-picroft","enclosure-picroft","MycroftAI","Mycroft interface for Raspberry Pi environment","Shell","LGPL-3.0","GNU Lesser General Public License v3.0","true",815,102,"1/15/17 6:28","8/21/26 3:55","1/15/17 6:28","12/7/22 4:45",70.66,"artificial-intelligence; machine-learning","true","true"
"ls1intum/Artemis","https://github.com/ls1intum/Artemis","Artemis","ls1intum","Artemis - Interactive Learning with Automated Feedback","Java","MIT","MIT License","true",801,3630,"9/29/16 11:46","9/2/26 20:31","6/9/16 11:31","9/2/26 20:30",122.77,"artificial-intelligence","true","true"
"reservoirpy/reservoirpy","https://github.com/reservoirpy/reservoirpy","reservoirpy","reservoirpy","A simple and flexible code for Reservoir Computing architectures like Echo State Networks","Python","MIT","MIT License","true",651,139,"5/17/18 8:20","8/30/26 2:33","5/17/18 8:20","6/17/26 9:58",97.01,"artificial-intelligence; machine-learning","true","true"
"roclark/sportsipy","https://github.com/roclark/sportsipy","sportsipy","roclark","A free sports API written for python","Python","MIT","MIT License","true",570,249,"5/8/18 19:15","8/30/26 23:21","5/8/18 19:15","3/20/22 20:52",46.39,"artificial-intelligence; machine-learning","true","true"
"watson-developer-cloud/unity-sdk","https://github.com/watson-developer-cloud/unity-sdk","unity-sdk","watson-developer-cloud",":video_game: Unity SDK to use the IBM Watson services.","C#","Apache-2.0","Apache License 2.0","true",565,304,"12/16/15 17:40","3/12/26 15:30","9/15/15 19:06","4/22/25 16:33",115.18,"artificial-intelligence","true","true"
"stillwater-sc/universal","https://github.com/stillwater-sc/universal","universal","stillwater-sc","Large collection of number systems providing custom arithmetic for mixed-precision algorithm development and optimization for AI, Machine Learning, Computer Vision, Signal Processing, CAE, EDA, control, optimization, estimation, and approximation.","C++","MIT","MIT License","true",500,515,"5/1/17 20:13","9/1/26 14:32","5/1/17 20:13","8/28/26 23:12",111.89,"artificial-intelligence","true","true"
"tensorflow/tensorflow","https://github.com/tensorflow/tensorflow","tensorflow","tensorflow","An Open Source Machine Learning Framework for Everyone","C++","Apache-2.0","Apache License 2.0","true",198362,41714,"11/7/15 1:19","9/3/26 2:50","11/7/15 0:27","9/3/26 2:12",129.86,"deep-learning; machine-learning","true","true"
"opencv/opencv","https://github.com/opencv/opencv","opencv","opencv","Open Source Computer Vision Library","C++","Apache-2.0","Apache License 2.0","true",90698,11659,"7/19/12 9:40","9/3/26 1:40","5/11/10 17:44","9/1/26 10:40",195.66,"deep-learning","true","true"
"keras-team/keras","https://github.com/keras-team/keras","keras","keras-team","Deep Learning for humans","Python","Apache-2.0","Apache License 2.0","true",64273,12892,"3/28/15 0:35","9/3/26 1:12","3/28/15 0:35","9/3/26 1:12",137.22,"deep-learning; machine-learning","true","true"
"deepfakes/faceswap","https://github.com/deepfakes/faceswap","faceswap","deepfakes","Deepfakes Software For All","Python","GPL-3.0","GNU General Public License v3.0","true",57518,907,"12/19/17 9:44","9/2/26 7:47","12/15/17 11:47","8/5/26 11:39",103.61,"deep-learning; machine-learning","true","true"
"ray-project/ray","https://github.com/ray-project/ray","ray","ray-project","Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.","Python","Apache-2.0","Apache License 2.0","true",43688,22998,"10/25/16 19:38","9/3/26 1:46","2/7/16 22:18","9/3/26 1:46",126.81,"deep-learning; machine-learning","true","true"
"naptha/tesseract.js","https://github.com/naptha/tesseract.js","tesseract.js","naptha","Pure Javascript OCR for more than 100 Languages 📖🎉🖥","JavaScript","Apache-2.0","Apache License 2.0","true",38688,739,"6/24/15 2:49","9/3/26 2:02","6/26/15 21:54","5/17/26 1:37",130.65,"deep-learning","true","true"
"lutzroeder/netron","https://github.com/lutzroeder/netron","netron","lutzroeder","Visualizer for neural network, deep learning and machine learning models","JavaScript","MIT","MIT License","true",33431,1274,"12/26/10 12:53","9/3/26 2:10","12/26/10 12:55","9/2/26 17:31",188.21,"deep-learning; machine-learning","true","true"
"yunjey/pytorch-tutorial","https://github.com/yunjey/pytorch-tutorial","pytorch-tutorial","yunjey","PyTorch Tutorial for Deep Learning Researchers","Python","MIT","MIT License","true",32477,181,"3/10/17 7:41","9/2/26 5:55","3/10/17 7:41","7/6/20 3:36",39.85,"deep-learning","true","true"
"shap/shap","https://github.com/shap/shap","shap","shap","A game theoretic approach to explain the output of any machine learning model.","Jupyter Notebook","MIT","MIT License","true",25725,2846,"11/22/16 19:17","9/2/26 18:26","11/22/16 21:44","9/2/26 18:22",117.28,"deep-learning; machine-learning","true","true"
"ageron/handson-ml","https://github.com/ageron/handson-ml","handson-ml","ageron","⛔️ DEPRECATED – See https://github.com/ageron/handson-ml3 or handson-mlp instead.","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",25600,563,"2/16/16 19:48","9/1/26 22:07","2/16/16 19:48","5/19/26 23:03",123.03,"deep-learning; machine-learning","true","true"
"PaddlePaddle/Paddle","https://github.com/PaddlePaddle/Paddle","Paddle","PaddlePaddle","PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）","C++","Apache-2.0","Apache License 2.0","true",24066,19344,"8/15/16 6:59","9/2/26 12:51","8/29/16 14:32","9/3/26 2:53",120.11,"deep-learning; machine-learning","true","true"
"pyg-team/pytorch_geometric","https://github.com/pyg-team/pytorch_geometric","pytorch_geometric","pyg-team","Graph Neural Network Library for PyTorch","Python","MIT","MIT License","true",24054,3751,"10/6/17 16:03","9/2/26 18:49","10/6/17 16:03","9/1/26 23:22",106.83,"deep-learning","true","true"
"tensorflow/tfjs","https://github.com/tensorflow/tfjs","tfjs","tensorflow","A WebGL accelerated JavaScript library for training and deploying ML models.","TypeScript","Apache-2.0","Apache License 2.0","true",19134,4325,"3/5/18 5:41","9/2/26 18:59","8/3/17 17:45","4/6/26 16:18",104.04,"deep-learning; machine-learning","true","true"
"wkentaro/labelme","https://github.com/wkentaro/labelme","labelme","wkentaro","Image annotation with Python. Supports polygon, rectangle, circle, line, point, and AI-assisted annotation.","Python","GPL-3.0","GNU General Public License v3.0","true",16142,977,"5/9/16 12:30","9/3/26 2:46","9/28/11 22:55","9/3/26 2:46",179.14,"deep-learning","true","true"
"cmusatyalab/openface","https://github.com/cmusatyalab/openface","openface","cmusatyalab","Face recognition with deep neural networks.","Lua","Apache-2.0","Apache License 2.0","true",15439,383,"9/16/15 12:47","9/1/26 13:46","9/18/15 20:57","7/18/26 5:51",129.93,"deep-learning","true","true"
"aleju/imgaug","https://github.com/aleju/imgaug","imgaug","aleju","Image augmentation for machine learning experiments.","Python","MIT","MIT License","true",14738,518,"7/10/15 20:31","9/3/26 2:10","7/10/15 20:31","6/1/20 14:58",58.71,"deep-learning; machine-learning","true","true"
"davisking/dlib","https://github.com/davisking/dlib","dlib","davisking","A toolkit for making real world machine learning and data analysis applications in C++","C++","BSL-1.0","Boost Software License 1.0","true",14436,2245,"1/29/14 0:45","9/2/26 10:22","5/2/08 14:15","8/11/26 3:03",219.25,"deep-learning; machine-learning","true","true"
"jindongwang/transferlearning","https://github.com/jindongwang/transferlearning","transferlearning","jindongwang","Transfer learning / domain adaptation / domain generalization / multi-task learning etc. Papers, codes, datasets, applications, tutorials.-迁移学习","Python","MIT","MIT License","true",14349,349,"4/30/17 11:32","9/3/26 2:10","7/3/17 6:49","2/9/26 16:27",103.25,"deep-learning; machine-learning","true","true"
"dmlc/dgl","https://github.com/dmlc/dgl","dgl","dmlc","Python package built to ease deep learning on graph, on top of existing DL frameworks.","Python","Apache-2.0","Apache License 2.0","true",14283,2826,"4/20/18 14:49","9/1/26 15:11","4/20/18 14:46","7/31/25 23:53",87.35,"deep-learning","true","true"
"apache/tvm","https://github.com/apache/tvm","tvm","apache","Open Machine Learning Compiler Framework","Python","Apache-2.0","Apache License 2.0","true",13711,3888,"10/12/16 22:20","9/2/26 12:54","10/12/16 22:20","9/2/26 12:49",118.63,"deep-learning; machine-learning","true","true"
"Data-Centric-AI-Community/fg-data-profiling","https://github.com/Data-Centric-AI-Community/fg-data-profiling","fg-data-profiling","Data-Centric-AI-Community","1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. ","Python","MIT","MIT License","true",13686,859,"1/9/16 23:47","9/2/26 23:20","1/9/16 23:45","4/17/26 0:06",123.19,"deep-learning; machine-learning","true","true"
"jacobgil/pytorch-grad-cam","https://github.com/jacobgil/pytorch-grad-cam","pytorch-grad-cam","jacobgil","Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more.","Python","MIT","MIT License","true",12963,445,"5/31/17 19:55","9/2/26 8:31","5/31/17 20:04","8/13/26 7:15",110.38,"deep-learning; machine-learning","true","true"
"chenyuntc/pytorch-book","https://github.com/chenyuntc/pytorch-book","pytorch-book","chenyuntc","PyTorch tutorials and fun projects including neural talk, neural style, poem writing, anime generation (《深度学习框架PyTorch：入门与实战》)","Jupyter Notebook","MIT","MIT License","true",12846,219,"5/24/17 7:49","9/1/26 15:11","11/28/17 15:06","8/14/22 9:21",56.47,"deep-learning","true","true"
"zalandoresearch/fashion-mnist","https://github.com/zalandoresearch/fashion-mnist","fashion-mnist","zalandoresearch","A MNIST-like fashion product database. Benchmark :point_down: ","Python","MIT","MIT License","true",12809,106,"8/25/17 12:05","9/2/26 1:48","8/25/17 12:24","3/21/22 13:01",54.83,"deep-learning; machine-learning","true","true"
"milesial/Pytorch-UNet","https://github.com/milesial/Pytorch-UNet","Pytorch-UNet","milesial","PyTorch implementation of the U-Net for image semantic segmentation with high quality images","Python","GPL-3.0","GNU General Public License v3.0","true",11623,462,"8/16/17 12:17","9/3/26 1:27","8/16/17 12:17","2/11/24 0:59",77.83,"deep-learning","true","true"
"wandb/wandb","https://github.com/wandb/wandb","wandb","wandb","The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.","Python","MIT","MIT License","true",11249,3881,"3/24/17 5:46","9/2/26 23:42","2/21/17 7:25","9/2/26 23:42",114.32,"deep-learning; machine-learning","true","true"
"aws/amazon-sagemaker-examples","https://github.com/aws/amazon-sagemaker-examples","amazon-sagemaker-examples","aws","Example 📓 Jupyter notebooks that demonstrate how to build, train, and deploy machine learning models using 🧠 Amazon SageMaker. ","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",10983,1457,"10/23/17 5:55","9/2/26 7:33","10/25/17 18:13","7/24/26 17:28",104.89,"deep-learning; machine-learning","true","true"
"mozilla/TTS","https://github.com/mozilla/TTS","TTS","mozilla",":robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts)","Jupyter Notebook","MPL-2.0","Mozilla Public License 2.0","true",10171,570,"1/23/18 14:22","9/1/26 15:13","1/22/18 9:48","2/12/21 10:36",36.7,"deep-learning","true","true"
"OpenMined/PySyft","https://github.com/OpenMined/PySyft","PySyft","OpenMined","Perform data science on data that remains in someone else's server","Python","Apache-2.0","Apache License 2.0","true",10024,3414,"7/18/17 20:41","9/2/26 21:49","7/18/17 20:41","9/2/26 14:37",109.46,"deep-learning","true","true"
"yzhao062/pyod","https://github.com/yzhao062/pyod","pyod","yzhao062","A Python library for anomaly detection across tabular, time series, graph, text, image, and audio data. 60+ detectors, benchmark-backed ADEngine orchestration, and an agentic workflow for AI agents.","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",9978,370,"10/3/17 20:29","9/2/26 6:47","10/3/17 20:29","8/19/26 3:11",106.47,"deep-learning; machine-learning","true","true"
"espnet/espnet","https://github.com/espnet/espnet","espnet","espnet","End-to-End Speech Processing Toolkit","Python","Apache-2.0","Apache License 2.0","true",9949,2492,"12/13/17 0:45","9/3/26 0:57","12/13/17 0:50","9/3/26 0:56",104.66,"deep-learning","true","true"
"onnx/models","https://github.com/onnx/models","models","onnx","A collection of pre-trained, state-of-the-art models in the ONNX format ","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",9785,403,"10/6/17 0:03","9/2/26 10:54","10/5/17 23:53","8/1/26 4:35",105.81,"deep-learning","true","true"
"jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","attention-is-all-you-need-pytorch","jadore801120","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","Python","MIT","MIT License","true",9782,181,"6/14/17 10:15","9/2/26 18:58","6/14/17 10:15","2/17/21 13:30",44.15,"deep-learning","true","true"
"Oneflow-Inc/oneflow","https://github.com/Oneflow-Inc/oneflow","oneflow","Oneflow-Inc","OneFlow is a deep learning framework designed to be user-friendly, scalable and efficient.","C++","Apache-2.0","Apache License 2.0","true",9431,1063,"2/11/17 6:09","9/2/26 5:14","2/13/17 6:35","8/20/25 10:29",102.17,"deep-learning; machine-learning","true","true"
"keras-team/autokeras","https://github.com/keras-team/autokeras","autokeras","keras-team","AutoML library for deep learning","Python","Apache-2.0","Apache License 2.0","true",9328,918,"11/19/17 23:18","9/2/26 2:53","11/19/17 23:18","11/25/25 2:26",96.16,"deep-learning; machine-learning","true","true"
"Hvass-Labs/TensorFlow-Tutorials","https://github.com/Hvass-Labs/TensorFlow-Tutorials","TensorFlow-Tutorials","Hvass-Labs","TensorFlow Tutorials with YouTube Videos","Jupyter Notebook","MIT","MIT License","true",9267,110,"6/26/16 14:43","9/1/26 13:52","6/26/16 14:43","4/12/20 13:17",45.5,"deep-learning; machine-learning","true","true"
"eriklindernoren/Keras-GAN","https://github.com/eriklindernoren/Keras-GAN","Keras-GAN","eriklindernoren","Keras implementations of Generative Adversarial Networks.","Python","MIT","MIT License","true",9203,228,"7/11/17 16:24","9/1/26 13:53","7/11/17 16:24","1/6/21 16:32",41.89,"deep-learning","true","true"
"pyro-ppl/pyro","https://github.com/pyro-ppl/pyro","pyro","pyro-ppl","Deep universal probabilistic programming with Python and PyTorch","Python","Apache-2.0","Apache License 2.0","true",9044,1100,"6/16/17 5:03","9/1/26 13:54","6/16/17 5:03","9/1/26 5:22",110.51,"deep-learning; machine-learning","true","true"
"dusty-nv/jetson-inference","https://github.com/dusty-nv/jetson-inference","jetson-inference","dusty-nv","Hello AI World guide to deploying deep-learning inference networks and deep vision primitives with TensorRT and NVIDIA Jetson.","C++","MIT","MIT License","true",8982,1863,"7/30/16 19:56","9/3/26 2:34","7/30/16 19:56","10/16/25 17:34",110.51,"deep-learning; machine-learning","true","true"
"MITDeepLearning/introtodeeplearning","https://github.com/MITDeepLearning/introtodeeplearning","introtodeeplearning","MITDeepLearning","Lab Materials for MIT 6.S191: Introduction to Deep Learning","Jupyter Notebook","MIT","MIT License","true",8770,120,"1/28/18 18:26","9/3/26 0:04","1/28/18 23:18","1/4/26 21:14",95.17,"deep-learning","true","true"
"shenweichen/DeepCTR","https://github.com/shenweichen/DeepCTR","DeepCTR","shenweichen","Easy-to-use,Modular and Extendible package of deep-learning based CTR models .","Python","Apache-2.0","Apache License 2.0","true",8049,375,"10/7/17 7:40","8/30/26 3:41","10/7/17 7:39","4/26/26 9:50",102.6,"deep-learning","true","true"
"1adrianb/face-alignment","https://github.com/1adrianb/face-alignment","face-alignment","1adrianb",":fire: 2D and 3D Face alignment library build using pytorch ","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",7535,323,"9/15/17 20:32","9/2/26 18:32","9/15/17 20:32","4/6/26 22:19",102.66,"deep-learning","true","true"
"HIPS/autograd","https://github.com/HIPS/autograd","autograd","HIPS","Efficiently computes derivatives of NumPy code.","Python","MIT","MIT License","true",7525,423,"11/24/14 15:50","9/2/26 1:59","11/24/14 15:47","9/2/26 0:04",141.23,"deep-learning; machine-learning","true","true"
"h2oai/h2o-3","https://github.com/h2oai/h2o-3","h2o-3","h2oai","H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM) & XGBoost, Random Forest, Generalized Linear Modeling (GLM with Elastic Net), K-Means, PCA, Generalized Additive Models (GAM), RuleFit, Support Vector Machine (SVM), Stacked Ensembles, Automatic Machine Learning (AutoML), etc.","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",7499,9692,"3/3/14 16:08","9/2/26 23:39","3/3/14 16:08","9/2/26 0:35",149.97,"deep-learning; machine-learning","true","true"
"PaddlePaddle/Paddle-Lite","https://github.com/PaddlePaddle/Paddle-Lite","Paddle-Lite","PaddlePaddle","PaddlePaddle High Performance Deep Learning Inference Engine for Mobile and Edge (飞桨高性能深度学习端侧推理引擎）","C++","Apache-2.0","Apache License 2.0","true",7273,2569,"9/20/17 11:41","9/3/26 1:08","5/16/18 4:15","5/22/25 12:07",84.2,"deep-learning","true","true"
