"repository","url","name","owner","description","language","license_spdx_id","license_name","license_osi_approved","stars","issues","created_at","updated_at","first_commit_at","last_commit_at","activity_months","ai_ml_match_topics","has_pre_gdpr_activity","has_post_gdpr_activity"
"Atmosphere/atmosphere","https://github.com/Atmosphere/atmosphere","atmosphere","Atmosphere","Portable AI agent runtime for the JVM. One @Agent class runs on Spring AI, LangChain4j, Anthropic, or 9 more behind one SPI. Token streaming, tool calls, human approvals, and governance over WebSocket, SSE, gRPC, or WebTransport/HTTP3. Speaks MCP, A2A, and AG-UI.","Java","Apache-2.0","Apache License 2.0","true",3814,2154,"2010-06-30T14:26:23Z","2026-09-25T14:01:55Z","2010-04-27T15:19:19Z","2026-09-24T23:54:27Z",196.92,"llm; ai-agents","true","true"
"alfredfrancis/ai-chatbot-framework","https://github.com/alfredfrancis/ai-chatbot-framework","ai-chatbot-framework","alfredfrancis","A python chatbot framework with Natural Language Understanding and Artificial Intelligence.","TypeScript","MIT","MIT License","true",2168,123,"2016-12-16T19:10:56Z","2026-09-24T15:01:33Z","2016-05-12T05:37:23Z","2026-08-26T12:14:49Z",123.47,"llm","true","true"
"lmbelo/pyscripter","https://github.com/lmbelo/pyscripter","pyscripter","lmbelo","Pyscripter is a feature-rich but lightweight Python IDE","Pascal","MIT","MIT License","true",1251,1241,"2015-08-24T16:15:19Z","2026-09-23T06:09:11Z","2006-09-19T02:47:39Z","2025-11-24T20:01:29Z",230.18,"llm","true","true"
"codelibs/fess","https://github.com/codelibs/fess","fess","codelibs","Open-source, self-hosted enterprise & site search server built on OpenSearch. Crawls web / file / DB / cloud sources, 20+ languages, REST API, and AI/RAG & semantic search. Apache-2.0.","Java","Apache-2.0","Apache License 2.0","true",1138,2585,"2013-09-13T04:50:05Z","2026-09-26T02:50:13Z","2013-09-13T04:50:05Z","2026-09-26T02:50:09Z",156.4,"llm","true","true"
"cfug/dio","https://github.com/cfug/dio","dio","cfug","A powerful HTTP client for Dart and Flutter, which supports global settings, Interceptors, FormData, aborting and canceling a request, files uploading and downloading, requests timeout, custom adapters, etc.","Dart","MIT","MIT License","true",12842,1877,"2018-04-20T04:33:43Z","2026-09-25T23:42:14Z","2018-04-24T10:07:22Z","2026-09-04T02:46:12Z",100.35,"transformer","true","true"
"PaddlePaddle/PaddleSpeech","https://github.com/PaddlePaddle/PaddleSpeech","PaddleSpeech","PaddlePaddle","Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming TTS with text frontend, Speaker Verification System, End-to-End Speech Translation and Keyword Spotting. Won NAACL2022 Best Demo Award.","Python","Apache-2.0","Apache License 2.0","true",12690,2025,"2017-11-14T12:36:30Z","2026-09-25T10:18:20Z","2017-05-22T13:01:41Z","2026-06-12T09:15:14Z",108.67,"transformer","true","true"
"Kyubyong/transformer","https://github.com/Kyubyong/transformer","transformer","Kyubyong","A TensorFlow Implementation of the Transformer: Attention Is All You Need","Python","Apache-2.0","Apache License 2.0","true",4474,160,"2017-06-17T11:08:40Z","2026-09-24T02:49:05Z","2017-06-17T11:08:41Z","2019-09-24T01:54:24Z",27.22,"transformer","true","true"
"posthtml/posthtml","https://github.com/posthtml/posthtml","posthtml","posthtml","PostHTML is a tool to transform HTML/XML with JS plugins","JavaScript","MIT","MIT License","true",2960,140,"2015-06-24T14:28:28Z","2026-09-22T10:54:20Z","2015-06-24T14:32:46Z","2025-10-07T07:17:02Z",123.45,"transformer","true","true"
"flugg/laravel-responder","https://github.com/flugg/laravel-responder","laravel-responder","flugg","A Laravel Fractal package for building API responses, giving you the power of Fractal with Laravel's elegancy.","PHP","MIT","MIT License","true",888,138,"2016-06-25T19:36:04Z","2026-09-24T09:47:53Z","2016-06-25T19:35:36Z","2026-09-22T11:59:07Z",122.89,"transformer","true","true"
"combust/mleap","https://github.com/combust/mleap","mleap","combust","MLeap: Deploy ML Pipelines to Production","Scala","Apache-2.0","Apache License 2.0","true",1544,480,"2016-08-23T03:51:03Z","2026-09-21T21:42:43Z","2016-09-15T18:26:37Z","2026-07-21T17:36:54Z",118.13,"transformers","true","true"
"micro/go-micro","https://github.com/micro/go-micro","go-micro","micro","A Go agent harness and service framework","Go","Apache-2.0","Apache License 2.0","true",23078,2173,"2015-01-13T23:30:18Z","2026-09-25T16:11:26Z","2015-01-13T23:31:27Z","2026-09-24T14:29:46Z",140.33,"ai-agents","true","true"
"judge0/judge0","https://github.com/judge0/judge0","judge0","judge0","Robust, fast, scalable, and sandboxed open-source online code execution system for humans and AI.","HTML","GPL-3.0","GNU General Public License v3.0","true",4447,475,"2017-01-27T19:47:35Z","2026-09-25T22:20:38Z","2016-08-22T19:18:57Z","2026-09-25T20:44:43Z",121.09,"ai-agents","true","true"
"datopian/portaljs","https://github.com/datopian/portaljs","portaljs","datopian","🌀 AI-native framework for building data portals. Scaffold a full portal from a brief and load datasets in minutes with agentic skills — any backend (CKAN, GitHub, Frictionless).","TypeScript","MIT","MIT License","true",2355,786,"2011-10-14T21:44:30Z","2026-09-24T15:01:27Z","2011-03-09T03:48:57Z","2026-09-07T12:11:55Z",185.98,"ai-agents","true","true"
"OpenVidu/openvidu","https://github.com/OpenVidu/openvidu","openvidu","OpenVidu","OpenVidu Platform: self-hosted real-time video and audio for your apps, built on LiveKit and mediasoup","TypeScript","Apache-2.0","Apache License 2.0","true",2131,657,"2016-10-10T13:31:27Z","2026-09-25T16:38:57Z","2016-10-10T13:31:27Z","2026-09-25T16:38:47Z",119.49,"ai-agents","true","true"
"apioo/fusio","https://github.com/apioo/fusio","fusio","apioo","Self-Hosted API Management for Builders","PHP","Apache-2.0","Apache License 2.0","true",2117,632,"2015-07-29T16:34:52Z","2026-09-24T21:32:31Z","2013-11-24T13:45:25Z","2026-09-24T21:31:18Z",153.99,"ai-agents","true","true"
"matthiasn/lotti","https://github.com/matthiasn/lotti","lotti","matthiasn","A private logbook with a staff of personal AI assistants. Agents read what you record and propose what to do next — you approve the changes. End-to-end encrypted sync between your own devices — servers only ever see ciphertext. Local AI optional.","Dart","GPL-3.0","GNU General Public License v3.0","true",1179,193,"2016-03-16T15:01:59Z","2026-09-25T23:16:13Z","2016-03-16T15:01:59Z","2026-09-25T23:16:08Z",126.33,"ai-agents","true","true"
